Model,n_estimators,max_depth,min_samples_split,learning_rate,Precision,Recall,F1-Score,Test Accuracy
Random Forest,100,5,2,0.8868125006738868,0.8861386138613861,0.8859281699381649,0.8861386138613861
Random Forest,100,5,5,0.8868125006738868,0.8861386138613861,0.8859281699381649,0.8861386138613861
Random Forest,100,5,10,0.8868125006738868,0.8861386138613861,0.8859281699381649,0.8861386138613861
Random Forest,100,10,2,0.9359351146715738,0.9356435643564357,0.935581797382396,0.9356435643564357
Random Forest,100,10,5,0.9260106833411959,0.9257425742574258,0.9256713046719954,0.9257425742574258
Random Forest,100,10,10,0.9307944978895053,0.9306930693069307,0.9306521601496106,0.9306930693069307
Random Forest,100,15,2,0.9455615999376622,0.9455445544554455,0.9455298306174544,0.9455445544554455
Random Forest,100,15,5,0.935654765673321,0.9356435643564357,0.9356261634569917,0.9356435643564357
Random Forest,100,15,10,0.935654765673321,0.9356435643564357,0.9356261634569917,0.9356435643564357
Random Forest,200,5,2,0.8921617161716172,0.8910891089108911,0.8908312553658444,0.8910891089108911
Random Forest,200,5,5,0.8868125006738868,0.8861386138613861,0.8859281699381649,0.8861386138613861
Random Forest,200,5,10,0.8868125006738868,0.8861386138613861,0.8859281699381649,0.8861386138613861
Random Forest,200,10,2,0.935654765673321,0.9356435643564357,0.9356261634569917,0.9356435643564357
Random Forest,200,10,5,0.9260106833411959,0.9257425742574258,0.9256713046719954,0.9257425742574258
Random Forest,200,10,10,0.9260106833411959,0.9257425742574258,0.9256713046719954,0.9257425742574258
Random Forest,200,15,2,0.935654765673321,0.9356435643564357,0.9356261634569917,0.9356435643564357
Random Forest,200,15,5,0.9307944978895053,0.9306930693069307,0.9306521601496106,0.9306930693069307
Random Forest,200,15,10,0.9307944978895053,0.9306930693069307,0.9306521601496106,0.9306930693069307
Random Forest,300,5,2,0.8868125006738868,0.8861386138613861,0.8859281699381649,0.8861386138613861
Random Forest,300,5,5,0.8868125006738868,0.8861386138613861,0.8859281699381649,0.8861386138613861
Random Forest,300,5,10,0.881555981685125,0.8811881188118812,0.88102427264003,0.8811881188118812
Random Forest,300,10,2,0.9307944978895053,0.9306930693069307,0.9306521601496106,0.9306930693069307
Random Forest,300,10,5,0.935654765673321,0.9356435643564357,0.9356261634569917,0.9356435643564357
Random Forest,300,10,10,0.9307944978895053,0.9306930693069307,0.9306521601496106,0.9306930693069307
Random Forest,300,15,2,0.935654765673321,0.9356435643564357,0.9356261634569917,0.9356435643564357
Random Forest,300,15,5,0.9307944978895053,0.9306930693069307,0.9306521601496106,0.9306930693069307
Random Forest,300,15,10,0.9307944978895053,0.9306930693069307,0.9306521601496106,0.9306930693069307
XGBoost,100,3,0.01,0.9108910891089109,0.9108910891089109,0.9108910891089109,0.9108910891089109
XGBoost,100,3,0.1,0.9603960396039604,0.9603960396039604,0.9603960396039604,0.9603960396039604
XGBoost,100,3,0.2,0.9603960396039604,0.9603960396039604,0.9603960396039604,0.9603960396039604
XGBoost,100,5,0.01,0.9511094587719642,0.9504950495049505,0.9504267802666791,0.9504950495049505
XGBoost,100,5,0.1,0.9554684342020036,0.9554455445544554,0.9554334977779173,0.9554455445544554
XGBoost,100,5,0.2,0.9506237857828336,0.9504950495049505,0.9504658286782932,0.9504950495049505
XGBoost,100,7,0.01,0.9557839773323293,0.9554455445544554,0.9554027828031972,0.9554455445544554
XGBoost,100,7,0.1,0.9506237857828336,0.9504950495049505,0.9504658286782932,0.9504950495049505
XGBoost,100,7,0.2,0.9506237857828336,0.9504950495049505,0.9504658286782932,0.9504950495049505
XGBoost,200,3,0.01,0.9359351146715738,0.9356435643564357,0.935581797382396,0.9356435643564357
XGBoost,200,3,0.1,0.9603960396039604,0.9603960396039604,0.9603960396039604,0.9603960396039604
XGBoost,200,3,0.2,0.9653752684663449,0.9653465346534653,0.9653371649383801,0.9653465346534653
XGBoost,200,5,0.01,0.9605384297294978,0.9603960396039604,0.9603726629426347,0.9603960396039604
XGBoost,200,5,0.1,0.9554684342020036,0.9554455445544554,0.9554334977779173,0.9554455445544554
XGBoost,200,5,0.2,0.9554684342020036,0.9554455445544554,0.9554334977779173,0.9554455445544554
XGBoost,200,7,0.01,0.9554684342020036,0.9554455445544554,0.9554334977779173,0.9554455445544554
XGBoost,200,7,0.1,0.9554684342020036,0.9554455445544554,0.9554334977779173,0.9554455445544554
XGBoost,200,7,0.2,0.9554684342020036,0.9554455445544554,0.9554334977779173,0.9554455445544554
XGBoost,300,3,0.01,0.9506237857828336,0.9504950495049505,0.9504658286782932,0.9504950495049505
XGBoost,300,3,0.1,0.9605384297294978,0.9603960396039604,0.9603726629426347,0.9603960396039604
XGBoost,300,3,0.2,0.9702970297029703,0.9702970297029703,0.9702970297029703,0.9702970297029703
XGBoost,300,5,0.01,0.9554684342020036,0.9554455445544554,0.9554334977779173,0.9554455445544554
XGBoost,300,5,0.1,0.9554684342020036,0.9554455445544554,0.9554334977779173,0.9554455445544554
XGBoost,300,5,0.2,0.9603960396039604,0.9603960396039604,0.9603960396039604,0.9603960396039604
XGBoost,300,7,0.01,0.9554684342020036,0.9554455445544554,0.9554334977779173,0.9554455445544554
XGBoost,300,7,0.1,0.9554684342020036,0.9554455445544554,0.9554334977779173,0.9554455445544554
XGBoost,300,7,0.2,0.9605384297294978,0.9603960396039604,0.9603726629426347,0.9603960396039604
